用户13039	【社会服务赛道】Together——AI驱动的兴趣搭子匹配平台，5秒找到志同道合的伙伴	https://forum.trae.cn/t/topic/24920
用户14565	【社会服务赛道】 邻里帮——远亲不如近邻，互助触手可及	https://forum.trae.cn/t/topic/24915
FOURTEEN	【生活娱乐】YT 森林—— 陪你一起变好呀！！！	https://forum.trae.cn/t/topic/24917
u306127053005296	【生活娱乐】牛马公司——你在游戏里当 CEO，关掉游戏继续当牛马	https://forum.trae.cn/t/topic/24914
用户12603	【学习工作赛道】HopLLM — 智能AI API路由，自动省60%成本	https://forum.trae.cn/t/topic/24912
u1294563505355147	【学习工作赛道】问古·历史人物AI群聊系统——让千年思想在对话中重生	https://forum.trae.cn/t/topic/24910
u3827867168550723	【生活娱乐赛道】蛛丝切断者——交互式解压蜘蛛网	https://forum.trae.cn/t/topic/24911
用户14565	AI 面试官——随时随地模拟面试，拿下心仪 Offer	https://forum.trae.cn/t/topic/24909
纸鹞石	【生活娱乐赛道】AI剩菜改造大师——让剩菜变身意外美味	https://forum.trae.cn/t/topic/24908
u3581565046882516	【学习工作赛道】计科专属 AI 助教 —— 计算机专业垂直学习答疑工具	https://forum.trae.cn/t/topic/24907
用户64365	【学习工作赛道】灵感捕手 ClipMind——跨平台 AI 对话精华一键收藏与整理	https://forum.trae.cn/t/topic/24906
u2654692306333356	【学习工作赛道】知识阶梯——共建式知识攻略平台	https://forum.trae.cn/t/topic/24904
用户66010	电子通MailFinder — 智能邮箱地址有效性检测工具	https://forum.trae.cn/t/topic/24903
u4175266869947804	【学习工作赛道】Morpho——面向产品设计概念阶段的 AI 设计工作台	https://forum.trae.cn/t/topic/24901
u2789931202127992	AI 研途·智读——外文文献深度研读与知识管理系统	https://forum.trae.cn/t/topic/24902
风晴-Small	【生活娱乐赛道】PEAK Plan 零计划：AI 辅助完成一款徒步风险评估与经验社区的初版app产品	https://forum.trae.cn/t/topic/24900
u45534786098928	领域专家 Agent	https://forum.trae.cn/t/topic/24899
用户14565	AI 趣配音——让你的文字开口说话	https://forum.trae.cn/t/topic/24898
u3722313212887596	Agent Dating是面向22-35岁渴求稳定亲密关系的社交疲惫青年打造的AI数字分身交友App，依托分身前置协商三观、排查情感风险，解决传统交友低效内耗的痛点，提升匹配效率并缓解当代人的亲密关系焦虑。	https://forum.trae.cn/t/topic/24896
用户63837	商品库存管理系统	https://forum.trae.cn/t/topic/24894
u744794920333897	【学习工作】智投通 —— 集选股诊股回测复盘于一体的智能投研平台	https://forum.trae.cn/t/topic/24895
小木	【生活娱乐赛道】心语盲盒——用随机情绪任务探索内心世界的 AI 情绪日记	https://forum.trae.cn/t/topic/24892
u3229716038813112	Intertwine —— 双人专属的 AI 模块化交互空间	https://forum.trae.cn/t/topic/24891
u3344071686367104	【社会服务赛道】月度定制省心外卖 APP—— 包月定制、餐餐不重样智能点餐平台	https://forum.trae.cn/t/topic/24890
用户65851	【硬件交互赛道】食光机——长在冰箱门上的反浪费智能屏	https://forum.trae.cn/t/topic/24888
u2584277468326739	智学伴侣 AI —— 你的个性化学习节奏管家	https://forum.trae.cn/t/topic/24887
寒露	【学习工作赛道】TaskFlow 智能个人任务管理系统——用四象限法则+游戏化激励，让每一天高效且有意义	https://forum.trae.cn/t/topic/24883
用户3429	【生活娱乐赛道】网络做菜之神——从挑选菜品到菜碟上桌一“网”搞定	https://forum.trae.cn/t/topic/24882
u411689886158140	【学习工作赛道】K线大师——股票K线知识大全互动学习平台	https://forum.trae.cn/t/topic/24885
Melody.Architect	【学习工作赛道】清醒搭子-帮你记住隐形劳动，复盘高消耗沟通的桌面宠物	https://forum.trae.cn/t/topic/24881
HelloGYM	【生活娱乐赛道】电教委员模拟器 —— 当全班智慧黑板都归你管，你的校园日常能撑几天？	https://forum.trae.cn/t/topic/24880
用户65453	【社会服务赛道】家事通 HomeAll（2025）——县域家族智能管家与本地生活服务平台	https://forum.trae.cn/t/topic/24875
用户64280	【生活娱乐赛道】记住Ta——AI帮你记得、准备、安排身边每个人的重要日子	https://forum.trae.cn/t/topic/24877
FOURTEEN	【社会服务赛道】唯一的你——给独处的人，一个记得住你的对话对象	https://forum.trae.cn/t/topic/24870
u2750304122580720	【生活娱乐赛道】一念成片AI——输入灵感自动生成短剧预告片	https://forum.trae.cn/t/topic/24869
u2596423909269164	【学习工作赛道】AI 量化策略工坊——零代码掌握金融时序数据建模与交易策略研究（完整版）	https://forum.trae.cn/t/topic/24871
u3877347892944619	【硬件交互赛道】每日股票 StockInfo - 副屏实时股票行情面板插件	https://forum.trae.cn/t/topic/24868
用户17394	【生活娱乐赛道】童伴星球-陪伴儿童成长的APP	https://forum.trae.cn/t/topic/24866
u1206611752784842	 【社会服务赛道】银龄安心卡——给老人和家属的 AI 生活安全助手	https://forum.trae.cn/t/topic/24864
ZKelvins	【学习工作赛道】Cube Painter 3D——行测正方体与少儿空间思维的可视化学习工具	https://forum.trae.cn/t/topic/24865
u3129687073370539	【社会服务赛道】家庭数字照护——让子女一键远程协助父母跨越数字鸿沟	https://forum.trae.cn/t/topic/24863
u332495099537740	A股量化工具	https://forum.trae.cn/t/topic/24848
浏老师666	【学习工作赛道】EDU LOGOS：一款可以为高校模拟评审各级各类课题（项目）、成果的多专家智能体协同工具！	https://forum.trae.cn/t/topic/24851
u1704712843576747	【硬件交互赛道】暖伴——AI情感陪伴机器人，做两代人之间的温暖桥梁	https://forum.trae.cn/t/topic/24847
u2279768049588736	【学习工作赛道】创想工厂 — 创意展现，合作开发，共同获利的平台	https://forum.trae.cn/t/topic/24849
Jayce	【工作赛道】AI 工厂工时效率——导入测试日志一键查看每个工位工时效率	https://forum.trae.cn/t/topic/24726
u2029024469080556	轻量化个人健康游戏化管理平台	https://forum.trae.cn/t/topic/24845
用户13607	【学习工作赛道】AI 日程规划与待办督办助手	https://forum.trae.cn/t/topic/24843
u719550849757248	Vue新手动画教学	https://forum.trae.cn/t/topic/24841
用户45687	【生活娱乐赛道 】 云芽记——基于真实天气的数字孪生植物养成游戏	https://forum.trae.cn/t/topic/24840
u2064198129686900	你的个人知识中枢，让碎片信息自动汇聚、智能关联、随时可用	https://forum.trae.cn/t/topic/24842
u1905879190092723	【生活娱乐赛道】杂鱼塔罗社——用多 Agent 架构解析塔罗牌，再通过角色卡（role play）把结果演出来的 AI 娱乐产品	https://forum.trae.cn/t/topic/24839
用户65109	大别山红色数字智旅平台	https://forum.trae.cn/t/topic/24837
u986694288939388	智慧景区数字人----推进文旅产业数字化转型	https://forum.trae.cn/t/topic/24836
u2451236898474568	【学习工作赛道】《一句古文，陪你过一天》——面向青少年的 AI 古文情绪陪伴笺	https://forum.trae.cn/t/topic/24832
用户64789	股票量化风险分析系统——多因子驱动的智能投资风控平台	https://forum.trae.cn/t/topic/24831
用户64865	哼歌成曲——哼几秒，AI 生成一段完整旋律	https://forum.trae.cn/t/topic/24830
u3823427478623060	帮助学习者从零开始，系统化掌握一门课程，避免盲目摸索和半途而废。	https://forum.trae.cn/t/topic/24829
u802020149954795	【社会服务赛道】入画 OPC——AI 创意内容生产矩阵三件套	https://forum.trae.cn/t/topic/24801
u115924194851068	基于 Taro 的 16 型人格深度解析与社交互动	https://forum.trae.cn/t/topic/24828
爱玩的康康	【生活娱乐赛道】生活微光 —— 捕捉日常痛点，一键生成专属解决小程序， 将零代码将生活不便转化为实用APP	https://forum.trae.cn/t/topic/24824
u1968591507562316	【学习工作赛道】AI英语启蒙乐园——让每个孩子都爱上英语学习	https://forum.trae.cn/t/topic/24826
u2244575758658032	【学习工作赛道】AI 赛博白板——基于知识卡片的沉浸式灵感拆解与多维思维矩阵	https://forum.trae.cn/t/topic/24823
u2833891395903850	像素机甲对战——双人本地对战小游戏	https://forum.trae.cn/t/topic/24821
u2169761975770903	“买东西前拍张照，AI告诉你值不值、有没有更便宜的——你的理性消费陪伴官。”	https://forum.trae.cn/t/topic/24822
u63138529032763	（AI 健身互动APP——仙侠等级体系健身APP）	https://forum.trae.cn/t/topic/24819
用户65058	MetaCognition Coach 认知教练	https://forum.trae.cn/t/topic/24820
洛子卿	【学习工作赛道】AI智能办公助手——双应用协同，一站式解决文档处理难题	https://forum.trae.cn/t/topic/24817
用户53088	【学习工作赛带】智码平台——AI驱动的低代码开发平台	https://forum.trae.cn/t/topic/24818
u1875086413667977	硬件交互 | BiteLens - 第一视角双目智能眼镜逐口热量估计系统	https://forum.trae.cn/t/topic/24814
u2517222346733600	【社会服务赛道】放心——AI用药三端安全管家	https://forum.trae.cn/t/topic/24813
u3541952488281859	拍学英语 AI：拍照生成英语练习，帮家长省时、孩子提分。	https://forum.trae.cn/t/topic/24816
u4100514470178064	【学习工作赛道】智能课业规划助手——学生高效学习统筹工具	https://forum.trae.cn/t/topic/24812
u3476031092302889	【社会服务赛道】岁月有声——陪伴式对话、为老人录制专属人生回忆录	https://forum.trae.cn/t/topic/24811
用户65256	【学习工作赛道】AI快速根据需求生成海报——根据描述、时间等快速生成海报	https://forum.trae.cn/t/topic/24810
u2051063876946343	【学习工作赛道】神经网络构建器——拖拽式AI科普教育游戏	https://forum.trae.cn/t/topic/24808
米克4566	【社会服务赛道】城市古籍文旅导览AI — 古籍活化的城市沉浸式文旅公共服务平台	https://forum.trae.cn/t/topic/24807
承心	【学习工作赛道】轻记 · Whisper Note——按住说话，3 秒生成跨端日程	https://forum.trae.cn/t/topic/24806
u1602440690691248	【生活娱乐赛道】馆长频道——台湾网红馆长的数字分身	https://forum.trae.cn/t/topic/24805
JIAOJ1A0	【生活娱乐赛道】小Q大世界：一个会因为你而变化的 AI伙伴	https://forum.trae.cn/t/topic/24804
暖行者	【社会服务赛道】暖行者AI——机器人探路·骑手开路：分享关于构建“机器人探路+骑手开路”共生模式的想法：通过无人车数据解决配送最后100米难题，搭建社区微任务与数据共享平台，将骑手打造为城市传感器，既提升配送效率又促进社区互助与治安，避免技术冰冷化。	https://forum.trae.cn/t/topic/24621
u4100514470178064	【学习工作赛道】智能课业规划助手——学生高效学习统筹工具	https://forum.trae.cn/t/topic/24803
u2068650788395408	生活娱乐赛道】 AI声演空间站 + 主持・演讲・歌唱全能 AI 互动陪练平台	https://forum.trae.cn/t/topic/24802
u2438088866937203	本次硬件交互赛道参赛创意，是一款可感知环境光线与人体坐姿的轻量化桌面外接智能硬件，解决传统台灯调光被动、坐姿提醒设备分散冗余的痛点，帮助伏案人群缓解眼颈劳损，兼顾使用效率与全民亚健康预防的社会价值，配套 TRAE Work 自动模式生成的 HTML 创意原型已完成上传。	https://forum.trae.cn/t/topic/24796
u508452330543307	HTML Preview	https://forum.trae.cn/t/topic/24795
用户64867	大学-在校大学生，身份可信的专属交流平台	https://forum.trae.cn/t/topic/24791
用户2890	生活娱乐赛道 — “榴莲碎片”：早起很扎手，但攒碎片很上头	https://forum.trae.cn/t/topic/24792
u4396314800959307	【学习工作赛道】成长罗盘——家庭全周期教育策略跟进小程序	https://forum.trae.cn/t/topic/24790
u3788241708788362	侠义江湖——把学习工作变成江湖修行的行动奖励系统；社区版可以发起或参与公益活动；	https://forum.trae.cn/t/topic/24793
u3089007840854084	【学习工作赛道】AI 学习计划助手 —— 输入目标，AI 帮你规划每一天的学习	https://forum.trae.cn/t/topic/24785
u4273135674723188	【生活娱乐/学习工作赛道】古今明鉴——拍摄立马知道古往今来和未来预测	https://forum.trae.cn/t/topic/24786
u3326474484715241	【生活娱乐】轻食选1——低脂减肥餐小程序创意方案	https://forum.trae.cn/t/topic/24783
Relieved灵依	【学习工作赛道】食堂就餐管理系统	https://forum.trae.cn/t/topic/24687
复制粘贴我话题家人出门被车撞死	AI 吞吞——能“吃”掉信息碎片的全局桌面宠物	https://forum.trae.cn/t/topic/24782
u1219783934350675	【社会服务赛道】宠物友好城市助手——连接宠物友好地点与本地互助网络	https://forum.trae.cn/t/topic/24780
u3569492703345129	【学习工作赛道】JSON-Validator	https://forum.trae.cn/t/topic/24781
13658211390	盼亲归 —— 寻亲公益网站	https://forum.trae.cn/t/topic/24777
u3009783651370024	【工作学习赛道】SOLO生成电子智能盖章工具	https://forum.trae.cn/t/topic/24773
u1669496272069347	【学习工作赛道】游戏化四级英语备考应用	https://forum.trae.cn/t/topic/24776
u3141768880068199	智序 · AI增强型日程与智能待办助手——离线优先的AI时间管理工具	https://forum.trae.cn/t/topic/24775
LuoBo.LV	【生活娱乐赛道】智行迷宫・最短路径可视化迷宫挑战	https://forum.trae.cn/t/topic/24774
用户64783	【社会服务赛道】守艺记——AI非遗公益文创定制平台	https://forum.trae.cn/t/topic/24772
phoenixlyh	世界杯生存指南 · 球迷社恐自救工具集	https://forum.trae.cn/t/topic/24746
u3569492703345129	JSON Validator	https://forum.trae.cn/t/topic/24766
u1277006724211242	车间主任 AI 分身——打造你的智能车间管理搭档	https://forum.trae.cn/t/topic/24764
u696456127980394	【学习工作赛道】哲境 Quest —— 通过游戏快速学习本体论	https://forum.trae.cn/t/topic/24761
gjgj	溯隙灵枢——内网AI合规漏洞巡检推演系统	https://forum.trae.cn/t/topic/24763
u3648651724074803	【学习工作赛道】LawX 智能法律助手 -- 为律师量身打造的智能工作台	https://forum.trae.cn/t/topic/24762
u3458443205159520	【社会服务赛道】家庭用药提醒——让老家的长辈/父母按时吃药不再遗忘	https://forum.trae.cn/t/topic/24758
u402887208085840	【社会公益赛道】暖巢——独居老人邻里守护 App	https://forum.trae.cn/t/topic/24756
u4351191668495964	【学习工作赛道】自动统计人员数量及数据可视化呈现	https://forum.trae.cn/t/topic/24757
用户3360	【娱乐小游戏赛道】仙宗工坊：从炼气到飞升 挂机小游戏	https://forum.trae.cn/t/topic/24754
u1356170435236268	华夏时空——拖动时间轴，看见千年疆域变迁，让中国历史从文字变成可交互的时空体验。	https://forum.trae.cn/t/topic/24755
u2302819342235300	【学习工作赛道】LocalMind智脑——自主部署的AI学术文献管家	https://forum.trae.cn/t/topic/24752
u1716814129668507	【学习工作赛道】AI 灵感捕手——随时记录并整理创意的智能助手	https://forum.trae.cn/t/topic/24753
晨石软件	【学习工作赛道】SDK 管家——一站式开发环境管理器	https://forum.trae.cn/t/topic/24750
xcsweb	【社会服务赛道】老有所帮，残有所助——智慧助老助残互助平台（含独创积分体系）	https://forum.trae.cn/t/topic/23724
u2566679479985387	【生活娱乐赛道】「冰箱到餐桌」—— 全家人的菜单管家	https://forum.trae.cn/t/topic/24747
FhpSlime233	【学习工作赛道】AI Vault——AI创作者的智能数字资产管家	https://forum.trae.cn/t/topic/24745
用户35048	【社会服务赛道】共享家园系统	https://forum.trae.cn/t/topic/24743
u4179681984653804	【学习工作赛道】AI 学习平台	https://forum.trae.cn/t/topic/24742
u3323189684347018	【社会服务赛道】声伴——老人语音微信助手	https://forum.trae.cn/t/topic/24744
u758031561536904	【社会服务赛道】约工作——让求职者主动出击，智能匹配身边的好岗位	https://forum.trae.cn/t/topic/24741
焰光y	【学习工作赛道】烂开始——让你的行动更容易发生	https://forum.trae.cn/t/topic/24738
Kerwin	【学习工作赛道】超便捷首页——浏览器内动静态书签访问好帮手	https://forum.trae.cn/t/topic/24740
用户3788	【学习工作赛道】SSH Connect Pro —— 专业级SSH连接管理工具	https://forum.trae.cn/t/topic/24736
用户3519	【社会服务赛道】AI 租房避坑扫描仪 —— 拍一拍合同，AI 帮你扫出隐藏的坑	https://forum.trae.cn/t/topic/24733
用户48790	【学习工作赛道】教育督学巡检工作平台小程序	https://forum.trae.cn/t/topic/24735
简书	【学习工作赛道】高效学业工作统筹助手—一站式规划学习与工作事务工具	https://forum.trae.cn/t/topic/24732
Zhp	【学习工作赛道】AI智能体·接地网电磁逆向设计助手——基于MCP协议协同CAD与MATLAB的工程智能体	https://forum.trae.cn/t/topic/24731
u3006486648194268	习惯一个人——独处时光陪伴程序	https://forum.trae.cn/t/topic/24730
用户64794	NovaGraph AI 是一款能够将零散的个人笔记与网页链接，一键自动编译为具备物理引力法则、支持电影级运镜穿梭的3D自组织知识星系图谱探索工具。	https://forum.trae.cn/t/topic/24729
u2074108105336908	【学习工作赛道】考霸AI —— AI驱动的智能考试训练系统，上传资料一键生成专属试卷	https://forum.trae.cn/t/topic/24728
xxxlibraaa	【生活娱乐赛道】AI 拼豆图纸生成器 — 一键将照片转换为拼豆图纸	https://forum.trae.cn/t/topic/24725
roc1922	【学习工作赛道】Bug 雷达——让 AI 自动跑 bug 分析,每天预警项目进度阻塞节点	https://forum.trae.cn/t/topic/24727
u3876203970971227	AI智学——中小学作业智能批改与学情评价	https://forum.trae.cn/t/topic/24724
u775572157899435	【社会服务赛道】差评消除大师——AI指导商家用公关学知识专业回复差评（含好评）并给出后续指导建议	https://forum.trae.cn/t/topic/24720
百事	AI 社恐聊天外挂	https://forum.trae.cn/t/topic/24718
用户66109	【学习工作赛道】AI 装修小工——拍照即出装修设计方案的智能小程序	https://forum.trae.cn/t/topic/24723
u1048255217010036	【生活娱乐赛道】RAG相册管理助手-遇见过去	https://forum.trae.cn/t/topic/24722
u4062067621899331	【社会服务赛道】勇气弹窗 CouragePop——给16-20+的你一个温暖的倾听者	https://forum.trae.cn/t/topic/24719
用户65436	【学习工作赛道】AI 讲师——在线数字人授课	https://forum.trae.cn/t/topic/24717
u969133278892072	AI健身教练	https://forum.trae.cn/t/topic/24716
u7044846326908	【学习工作赛道】TradeMate — AI 外贸桌面工作台	https://forum.trae.cn/t/topic/24715
u2003746791097700	一款基于Web的文字转音频在线工具，支持多语音选择、语速音调调节、实时播放预览等功能	https://forum.trae.cn/t/topic/24714
用户14480	【生活娱乐赛道】标本数字馆 —— 拍照生成 3D 数字孪生，永久珍藏你的自然收藏	https://forum.trae.cn/t/topic/24713
用户66059	【学习工作】AI 闪记卡师——拍照秒变智能复习卡片	https://forum.trae.cn/t/topic/24712
u621649603865988	【学习工作赛道】习惯地牢——用RPG游戏帮助坚持习惯	https://forum.trae.cn/t/topic/24711
用户66060	TraeInsight —— TRAE AI 创造力大赛参赛数据实时洞察平台	https://forum.trae.cn/t/topic/24709
用户31001	【学习工作赛道】SlideForge AI——把PPT 从AI一次性生成变成可复现生产线	https://forum.trae.cn/t/topic/24545
u181833152603683	【学习工作赛道】AI职业学习伴侣——让每个人在信息海洋中找到自己的成长路径	https://forum.trae.cn/t/topic/24710
u357755169828516	【生活娱乐赛道】易问——让三千年易经智慧，回答当代人的困惑	https://forum.trae.cn/t/topic/24708
u2750298045561322	【社会服务赛道】言之间——AI关系沟通App	https://forum.trae.cn/t/topic/24705
u3440809806929288	【健康管理赛道】肠安 AI：面向炎症性肠病患者的 AI 日常管理	https://forum.trae.cn/t/topic/24707
AI发明家	【生活娱乐赛道】塑命（Fateshaper） - 自走棋合成 + 卡牌构筑冒险 ， 塑造属于自己的命运	https://forum.trae.cn/t/topic/24701
用户55992	本地化免费听书录书项目	https://forum.trae.cn/t/topic/24702
u1219783936456872	阿瓦隆小游戏	https://forum.trae.cn/t/topic/24703
用户65794	缠论股票量化交易系统	https://forum.trae.cn/t/topic/24700
用户63451	【生活娱乐赛道】心灵伙伴mindpal————陪伴每个孤独的人，记录人物成长日记	https://forum.trae.cn/t/topic/24697
用户59608	【学习工作赛道】AI 面试官——沉浸式模拟面试训练平台	https://forum.trae.cn/t/topic/24698
u2411705675036944	帮你更好的参加会议	https://forum.trae.cn/t/topic/24696
u3815731963390963	【学习工作赛道】PageForge — AI 网页构建器	https://forum.trae.cn/t/topic/24694
u3880636701218762	【社会服务赛道】同行 —— 关怀老龄人群的互助社区	https://forum.trae.cn/t/topic/24693
君琢	DIGIT FAI：一款基于浏览器端 AI（Tesseract.js OCR + 连通域文本检测）的工程图纸智能尺寸检测与公差分析工具。	https://forum.trae.cn/t/topic/24691
u2385259646430636	【学习工作赛道】AI 学习项目教练	https://forum.trae.cn/t/topic/24645
u191731427717004	【社会服务赛道】维汉智能翻译助手	https://forum.trae.cn/t/topic/24688
u1875087943803321	【学习工作赛道】智学蒸馏瓶 ——AI 一键把零散学习资料浓缩成交互式知识体系	https://forum.trae.cn/t/topic/24689
u2715119748146617	【生活娱乐赛道】饭合小程序——找到高质量饭搭子的好助手	https://forum.trae.cn/t/topic/24684
u4439146496801304	【生活娱乐赛道】造物集 —— 你的想象，众人实现	https://forum.trae.cn/t/topic/24683
u2591971814696224	【社会服务赛道】校园失物招领平台——让每一件失物都能找到回家的路	https://forum.trae.cn/t/topic/24682
u670044801743868	报名参赛-GDUT_CPS_HBK	https://forum.trae.cn/t/topic/24680
用户60440	【生活娱乐赛道】心动初遇——让NPC先爱上你	https://forum.trae.cn/t/topic/24559
u3819081199259802	【社会服务赛道】战友连——退伍军人联络与互助平台	https://forum.trae.cn/t/topic/24678
u1136229154032906	【生活娱乐赛道】 如果当时——AI 人生分岔角色卡与小反选行动	https://forum.trae.cn/t/topic/24679
u2833865409562519	【学习工作赛道】智汇校园 CampusHub — 高校学生综合办公平台	https://forum.trae.cn/t/topic/24675
用户64762	【社会服务赛道】观星搭子：让普通人也能轻松看见星空	https://forum.trae.cn/t/topic/24672
u744794905642523	【学习工作赛道】StrategyLab 不是教你买什么股票， 而是教你如何自己做出判断。	https://forum.trae.cn/t/topic/24673
用户28206	AI 办公文件操作中枢，让 AI 直接帮你干活	https://forum.trae.cn/t/topic/24670
u3168160082303260	【学习工作赛道】AI 错题整理助手 —— 拍照自动归类梳理学生错题	https://forum.trae.cn/t/topic/24418
u1162618222674648	三餐代谢 AI 罗盘，计算每日热量、营养搭配，减脂 / 养生方案	https://forum.trae.cn/t/topic/24668
我不写BUG	【社会服务赛道】面向中小型商家的进销存网站	https://forum.trae.cn/t/topic/24671
u2531541717621369	【生活娱乐赛道】《长梦》—— 记忆与执念主题的文字冒险AVG	https://forum.trae.cn/t/topic/24667
u2416040832149139	【生活娱乐赛道】露营小助手——让多人露营从混乱分工变成轻松协作	https://forum.trae.cn/t/topic/24666
u898767643220921	【学习工作赛道】 事记本——8-bit像素风个人时间追踪App	https://forum.trae.cn/t/topic/24664
柠檬茶有力气	【学习工作赛道+社会公益】职教AI创客空间——从课堂到社区的AI创作教育平台	https://forum.trae.cn/t/topic/24662
u51015913836955	【社会服务赛道】最后一百米2 —— 骑手专属社区末端导航小程序	https://forum.trae.cn/t/topic/24665
用户65864	【学习工作赛道】Cartograph——格子化多图层架空世界地图编辑器	https://forum.trae.cn/t/topic/24661
用户65983	浮光是一款通过光影、声音与呼吸互动，为高压人群提供沉浸式情绪舒缓与陪伴体验的App。	https://forum.trae.cn/t/topic/24657
u4250025191831802	CampusCrush 心动校园——AI 让每一次遇见都有火花	https://forum.trae.cn/t/topic/24660
用户5384	三态灵动椅 · 站、靠、坐三位一体的智能办公椅	https://forum.trae.cn/t/topic/24655
u3805831330013783	AI 消费决策助手-买之前问它	https://forum.trae.cn/t/topic/24654
用户16155	智能配音-音视频智能配音工作台	https://forum.trae.cn/t/topic/24656
阿毛	【学习工作赛道】卷灵通——江苏专转本计算机智能出卷平台	https://forum.trae.cn/t/topic/24651
用户435	【生活娱乐赛道】AI Vlog 一键剪辑师 —— 全自动 AI 视频剪辑工作流	https://forum.trae.cn/t/topic/24653
用户66046	【硬件交互赛道】触见 TouchSee——让视障人士用身体"看见"世界	https://forum.trae.cn/t/topic/24649
用户64178	【生活娱乐赛道】运势双色球选号	https://forum.trae.cn/t/topic/24652
u3084545402348876	让技术支持更高效，让知识传递更智能	https://forum.trae.cn/t/topic/24650
米糊炒面	【学习工作赛道】CheapLive（便宜直播）——无需电脑、小白也能用的移动虚拟主播工作台	https://forum.trae.cn/t/topic/23349
RedPanDah	【生活娱乐赛道】AI投研学习教练 —— 你的多视角自学工具	https://forum.trae.cn/t/topic/24636
u1729956187479152	【学习工作】克隆发言人-生成符合用户风格的文章	https://forum.trae.cn/t/topic/24644
oooNicole	【社会服务赛道｜单人参赛】AI 民生维权智能助手 —— 多场景纠纷证据识别，一键生成全套维权申诉材料	https://forum.trae.cn/t/topic/24646
用户64481	  【学习工作赛道】AI 高考志愿填报助手——一键生成45个志愿方案  	https://forum.trae.cn/t/topic/24639
u2578825607655488	【标题】【学习工作赛道】家教学情智能分析助手 —— 一对一精准定位学生短板并规划提升路线	https://forum.trae.cn/t/topic/24641
u2807516145919744	【生活娱乐赛道】个性化助理——满足你的方言不能被ai理解	https://forum.trae.cn/t/topic/24638
久夏	【学习工作赛道】智填志愿——AI 高考志愿填报助手，让每一分都不浪费	https://forum.trae.cn/t/topic/24634
用户65059	【学习工作赛道】免培训项目管理系统——有效降低应用系统培训成本和应用难度	https://forum.trae.cn/t/topic/24635
u3819081199259802	【社会服务赛道】PetPals 宠爱伙伴 — 宠物猫狗智能交互与分享平台	https://forum.trae.cn/t/topic/24637
u2367723273468787	【学习工作赛道】个人知识库——AI驱动的智能知识管理与检索系统	https://forum.trae.cn/t/topic/24633
u1571624733675936	生活娱乐 + 安居测+	https://forum.trae.cn/t/topic/24632
u1136229154032906	【学习工作赛道】ClipForge：AI 视频创作与剪映草稿自动化工作台	https://forum.trae.cn/t/topic/24630
u2486411741907752	【学习工作赛道】项目管理工具——大纲式任务分解、智能排期	https://forum.trae.cn/t/topic/24631
u1026269855131868	【硬件交互赛道】小智校园助手——用语音对话机器人陪伴孩子校园成长	https://forum.trae.cn/t/topic/24629
u2328086926332108	【内容创作者的神器】输入一个陌生领域，自动生成领域地图、关键证据、争议雷区和创作 Brief，帮助科普创作者快速完成选题研究。	https://forum.trae.cn/t/topic/24626
用户65968	【生活娱乐赛道】美食转转乐——解决你的选择困难症	https://forum.trae.cn/t/topic/24627
柠檬茶有力气	【生活娱乐赛道】校园AI艺术家——职教多模态AI创作平台	https://forum.trae.cn/t/topic/24624
用户65886	【社会服务赛道】好邻居 — AI 智慧社区邻里平台	https://forum.trae.cn/t/topic/24623
u3722315858708571	【社会服务赛道】血压时间线——适合家庭 NAS 部署的本地健康管理应用	https://forum.trae.cn/t/topic/24622
